Verb	Verb	5042728
	Verbs	192
	Verb	14
	Verb	14
	verb	10
	Vetb	3
	Averb	1
	Verb	1
Noun	Noun	4159938
	Noun	286
	Noun	269
	Nouns	184
	noun	25
	Noun	9
	Nooun	2
	Non	1
	None	1
	Noun	1
	Noun	1
	Nounm	1
	Nun	1
	Nuon	1
Pronunciation	Pronunciation	2333904
	Pronunciation	6925
	Pronunciation	6906
	Pronunciation	661
	Pronunciation	199
	Pronunciation	71
	Pronunciation	26
	Pronunctiation	21
	Pronuciation	17
	Pronunciations	14
	Pronunication	14
	Pronuncation	13
	Pronunciaiton	10
	Pronunciation	10
	Pronciation	7
	Prounciation	7
	Pronuncaition	5
	Pronūnciation	5
	Pronuncuation	5
	Pronuniation	5
	Proninciation	4
	Pronunciaton	4
	Pronunciation	2
	Pronunciation	2
	Pronuntiation	2
	Pornunciation	1
	Prinunciation	1
	Prnunciation	1
	Promunciation	1
	Pronhnciation	1
	Pronnunciation	1
	Prononciation	1
	Pronucniation	1
	Pronunciaition	1
	Pronunciatin	1
	pronunciation	1
	Pronunciation	1
	Pronunciation	1
	Pronunciationn	1
	Pronunciationr	1
	Pronunciatioon	1
	Pronunciaton	1
	Pronunciaton	1
	Pronunciatoon	1
	Pronunciayion	1
	Pronuncistion	1
	Pronunciztion	1
	Pronuncoation	1
	Pronunction	1
	Pronynciation	1
	Proununciation	1
	Prronunciation	1
Etymology	Etymology	1913136
	Etymology	95760
	Etymology	95727
	Etymology	16002
	Etymology	4098
	Etymology	1361
	Etymology	504
	Etymology	228
	Etymology	127
	Etymology	61
	Etymology	29
	Etymology	20
	Etymolgy	17
	Etymlogy	16
	Etymologi	16
	Ethymology	12
	Etmology	10
	Etymology	9
	Etymology	9
	Etymology	9
	Etmyology	8
	Etymology	8
	Etymoloy	8
	Etymology	7
	Etymology	7
	Eymology	7
	Etymolog	6
	Etymoogy	6
	Etimology	4
	Etymology	4
	Etmymology	3
	Etymolgoy	2
	Etymologie	2
	Etymolology	2
	Etyology	2
	Ertymology	1
	Erymology	1
	Etmology	1
	Etmology	1
	Etmology	1
	Etumology	1
	Etxmology	1
	Etylmology	1
	Etylology	1
	Etymlolgy	1
	Etymmology	1
	Etymnology	1
	Etymogoly	1
	Etymogoly	1
	Etymogoly	1
	Etymologgy	1
	etymology	1
	Etymology	1
	EtymologY	1
	ٍEtymology	1
	Etymology	1
	Etymology	1
	Etymology	1
	Etymology	1
	Etymology	1
	Etymology	1
	Etymology	1
	Etymology	1
	Etymology	1
	Etymology	1
	Etymology	1
	Etymology	1
	Etymology	1
	Etymologym	1
	Etymololgy	1
	Etymolopgy	1
	Etymonology	1
	Etymyology	1
	Etynology	1
	Etyomology	1
Adjective	Adjective	1519947
	Adjectives	103
	Adejctive	5
	Adjecitive	5
	Ajective	5
	Adjetive	4
	Adjdctive	2
	Adjectice	1
	Adjectival	1
	adjective	1
	Adjective	1
	Adjective	1
	Adjectivev	1
	Adjectivie	1
	Adjectivue	1
	Adjectve	1
	Adjektiv	1
	Adjektive	1
Declension	Declension	742119
	Declension	7
	Declnsion	7
	Declesion	6
	Desclension	6
	Declension	5
	Declēnsion	4
	Decension	3
	Declension	3
	Declesnion	3
	Decöension	3
	Declension	2
	Declension	2
	Declention	2
	Declesnsion	2
	Deckension	1
	Decleension	1
	Declenaion	1
	Declenion	1
	Declenison	1
	Declenseion	1
	Declensiom	1
	Declension	1
	Declension	1
	Declension	1
	Declension	1
	Declensions	1
	Decletion	1
	Dedlension	1
Anagrams	Anagrams	730629
	Anagram	4
	Anagarams	2
	Anagramms	1
Participle	Participle	607941
	Participles	29
References	References	456943
	Reference	852
	Refererences	10
	References	8
	Referencie	4
	Refrences	4
	Referenes	3
	Referencess	2
	Refences	1
	Refenrences	1
	Referances	1
	Refereces	1
	Referenceds	1
	references	1
	Refernces	1
	Refernences	1
	Refqerences	1
	Rererences	1
	Rreferences	1
	Rwferences	1
Related terms	Related terms	448674
	Related Terms	187
	Related term	32
	Related Term	22
	Related forms	19
	related terms	10
	Realated terms	1
	Reated terms	1
	Rekated terms	1
	Relaed terms	1
	Relaeted terms	1
	Relatd terms	1
	Related rerms	1
	Related stems	1
	Related termns	1
	Related terns	1
	Related ters	1
	Related tersm	1
	Relatedd terms	1
	Relatef terms	1
	Relates terms	1
	Relsted terms	1
Synonyms	Synonyms	440547
	Synonym	168
	Synonymous	13
	Synoynms	13
	Synonymes	9
	Synonys	8
	Synonyns	7
	synonyms	6
	Synonymos	4
	Syonyms	4
	Synoyms	3
	Syonym	3
	Sunonyms	1
	Synnonyms	1
	Synolnyms	1
	Synomyms	1
	Synonms	1
	synonym	1
	Synonymd	1
	Synonymer	1
	Synonymns	1
	Synosnyms	1
	Synyonyms	1
Proper noun	Proper noun	438998
	Proper Noun	110
	Proper noun	5
	Proper noun	5
	Proepr noun	2
	Proper nouns	2
	proper noun	1
	Proper noun	1
	Proper nun	1
	Proper oun	1
	Proper-noun	1
Derived terms	Derived terms	374775
	Derived Terms	185
	Derived term	26
	Derived terma	18
	Derive terms	9
	derived terms	5
	Derived verbs	5
	Deived terms	2
	Derived Items	2
	Deriveded terms	2
	Deerived terms	1
	Derivd terms	1
	Derived tems	1
	Derived Term	1
	ِDerived terms	1
	Derived terms	1
	Derived termsh	1
	Derived terrms	1
	Derived ters	1
	Derived tersm	1
	Derived tetms	1
	Derived trms	1
	Derived tterms	1
	Derives terms	1
	Derives Terms	1
	Derivied terms	1
	Deroved terms	1
	Dervied terms	1
	Dervied Terms	1
	Dreived terms	1
Alternative forms	Alternative forms	303655
	Alternative form	326
	Alternative Forms	48
	Alternative terms	26
	Altermnative forms	15
	Alternative froms	9
	Alterative forms	6
	Alterntive forms	5
	Altenative forms	3
	Alternative Form	3
	Alternative formss	3
	Alernative forms	2
	Alternative foms	2
	Alternatives forms	2
	Alterantive forms	1
	Altermative forms	1
	Alternaative forms	1
	Alternaive forms	1
	Alternatif forms	1
	Alternatinve forms	1
	Alternativ forms	1
	Alternative forma	1
	Alternative formms	1
	Alternative forms	1
	Alternativeforms	1
	Alternatve forms	1
	Alternetive forms	1
	Alterntative forms	1
	Altrenative forms	1
	Altrernative forms	1
	Aternative forms	1
	Atlernative forms	1
Further reading	Further reading	240637
	Further readings	8
	Further Reading	5
	further reading	3
	Furthe reading	2
	Futher reading	2
	Fruther reading	1
	Further readin	1
	FUrther reading	1
Conjugation	Conjugation	234987
	Conjugations	7
	Conjugation	5
	Conjugation	3
	Conjugation	3
	Conjugation	3
	Conjugaiton	1
	Conjugatio	1
	Conugation	1
Translations	Translations	221956
	Translation	1
See also	See also	208481
	See Also	133
	See lso	7
	Se also	3
	See al̃so	2
	See als	1
	see also	1
	Seealso	1
Inflection	Inflection	183375
	Inflections	12
	Inflection	7
	Inflection	7
	Inflection	3
	Inflection	3
	Inflecion	2
	inflection	2
	Inlfection	2
	Inflction	1
	Inflectiom	1
	Inflection	1
	Inflection	1
	Inflection	1
	Inflection	1
	Inflection	1
	Inflection	1
	Injection	1
Adverb	Adverb	161367
	Adverb	6
	Adverbs	4
	adverb	3
	Adberb	1
	Aderb	1
	Adverb	1
	Advrbe	1
	Averb	1
Romanization	Romanization	115985
	Romamization	1
Descendants	Descendants	87649
	Descedants	4
	Descendnats	2
	Decendants	1
	Descbendants	1
	Descendant	1
	Descendants	1
	Descendeants	1
	Descendnts	1
	Descendtans	1
	Desendants	1
	Desscendants	1
Usage notes	Usage notes	78152
	Usage note	273
	Usage Notes	63
	Usages notes	9
	Usgae notes	3
	Usage Note	1
Antonyms	Antonyms	71477
	Antonym	41
	Antynoms	5
	Antonymns	2
	antonyms	2
	Anonyms	1
	Antontms	1
	Antonymes	1
	Antonymous	1
	Antoynms	1
Han character	Han character	71351
	Han Character	32
	Han characters	8
Mutation	Mutation	55027
	Mutations	9
Statistics	Statistics	42800
Hanzi	Hanzi	35777
	Honzi	1
Pronoun	Pronoun	30244
	ProNoun	1
	Pronoun	1
	Pronoun	1
	Pronounun	1
Numeral	Numeral	28376
	Numeral	1
Readings	Readings	27149
	Reading	1
	Reading	1
	Reading	1
	Readings	1
	Readings	1
Kanji	Kanji	27089
	Kanji	3
	Kanji	3
	kanji	1
Definitions	Definitions	25442
	Defintions	7
	Definition	3
	Definitons	3
	Denifitions	1
Hypernyms	Hypernyms	23625
	Hypernym	23
	Hyperonyms	19
	Hynpernyms	1
	Hypenyms	1
	Hyperenyms	1
	Hyperms	1
	Hypernymns	1
	Hyperonym	1
Hyponyms	Hyponyms	21582
	Hyponym	11
	Cohyponyms	1
	Hypenyms	1
	Hypnyms	1
	Hyponms	1
	Hyponymss	1
	Hyppnyms	1
Compounds	Compounds	21269
	compounds	22
	Compound	3
	Compunds	1
Coordinate terms	Coordinate terms	19444
	Co-ordinate terms	8
	Coordinate term	7
	Coodrinate terms	1
	Coordinae terms	1
	Coordinate  terms	1
	coordinate terms	1
	Coordinate Terms	1
	Coordinate/ terms	1
Interjection	Interjection	19190
	interjection	2
	Interjection	1
	Interjection	1
Hanja	Hanja	18232
Suffix	Suffix	17764
	Suffix	4
	suffix	3
	Suffix	3
Glyph origin	Glyph origin	16304
	Glyph origin	10
	Glyph origin	10
	Glyph Origin	6
	Glyph orgin	1
Phrase	Phrase	14655
	Phrases	70
Letter	Letter	14037
	Lette	1
Prefix	Prefix	12038
	Prefix	3
	Prefix	3
Preposition	Preposition	11163
	Proposition	6
	preposition	1
	Prepositions	1
	Presposition	1
Symbol	Symbol	9962
Quotations	Quotations	9040
	Quotation	1
Conjunction	Conjunction	8157
	Conjuction	1
	Conjuntion	1
Abbreviation	Abbreviation	7537
	Abbreviations	1716
	Abbreviatios	1
Initialism	Initialism	7294
	initialism	1
	Initializm	1
Idiom	Idiom	6049
	Idioms	525
Proverb	Proverb	5890
	Proverbs	56
	Proper	1
Determiner	Determiner	4229
	Determinter	1
Prepositional phrase	Prepositional phrase	3337
	Prepositional Phrase	2
Contraction	Contraction	3237
Particle	Particle	3201
	Particle	1
	Particle	1
Rafsi	Rafsi	3040
Adjectival noun	Adjectival noun	2944
	Adjectival Noun	3
Gismu	Gismu	2689
Syllable	Syllable	2602
Root	Root	1658
	Roots	4
	Root	1
	Root	1
	Root	1
Postposition	Postposition	1626
	Posposition	1
	Postpoosition	1
	Postpositin	1
Derived characters	Derived characters	1618
External links	External links	1372
	External link	42
	External Links	2
Holonyms	Holonyms	1313
Cmavo	Cmavo	1250
Article	Article	1169
Acronym	Acronym	1030
	Acronyms	7
Meronyms	Meronyms	971
	Meronym	1
Number	Number	846
Ordinal number	Ordinal number	769
Forms	Forms	718
	Words	4
	words	3
Classifier	Classifier	635
	Classifiers	5
	Classifer	1
Ligature	Ligature	609
Punctuation mark	Punctuation mark	546
Affix	Affix	540
Production	Production	519
	Pronunction	1
Alternative spellings	Alternative spellings	500
	Alternative spelling	26
	Alternate spellings	3
	Alternative spelling	1
Verbal noun	Verbal noun	444
Verbal stems	Verbal stems	420
	Verbal Stems	67
Alternate forms	Alternate forms	403
	Alternate Form	13
	Alternate terms	12
	Alternate Forms	7
	Alternate form	6
	Alternatif forms	1
	Alternatve forms	1
Counter	Counter	393
	Counters	1
Stem set	Stem set	312
	Stem sets	3
Description	Description	276
	Descriptions	1
Gallery	Gallery	252
Diacritical mark	Diacritical mark	236
Citations	Citations	235
Brivla	Brivla	215
Predicative	Predicative	213
	Predicate	1
Combining form	Combining form	203
Character	Character	185
Stem	Stem	179
Related characters	Related characters	178
Infix	Infix	158
Notes	Notes	157
	Note	16
	Names	3
	None	1
Lujvo	Lujvo	139
Derived forms	Derived forms	131
	Derived froms	18
Interfix	Interfix	102
Descendents	Descendents	98
	Descendnats	2
	Decedents	1
	Descendeants	1
	Descendnts	1
Derivatives	Derivatives	97
	Derivative	28
Derived glyphs	Derived glyphs	96
Adnominal	Adnominal	91
Source	Source	91
	Sources	76
Logogram	Logogram	86
Related words	Related words	82
	Related forms	19
	Related word	4
	Related Words	1
Perfect expression	Perfect expression	76
	Perfect expresssion	1
Paronyms	Paronyms	73
	Pronyms	1
Troponyms	Troponyms	70
Synonims	Synonims	60
	Synoynms	13
	Synonms	1
Homophones	Homophones	59
Delension	Delension	57
	Decension	3
	Delcension	3
	Dedlension	1
Gerund	Gerund	56
Verb form	Verb form	56
	Verb forms	1
Homonyms	Homonyms	53
	Homonym	3
Command form	Command form	52
Relative	Relative	51
Examples	Examples	44
	Example	1
Trivia	Trivia	42
Declination	Declination	40
Circumfix	Circumfix	38
Arabic script	Arabic script	36
Kanji reading	Kanji reading	35
	Hanja reading	5
Latin script	Latin script	33
Preverb	Preverb	32
On-reading of	On-reading of	26
	Kun-reading of	1
Prepositional pronoun	Prepositional pronoun	25
Usage	Usage	24
Circumposition	Circumposition	20
Command conjugation	Command conjugation	20
External sources	External sources	20
Relational	Relational	19
Variants	Variants	18
	Variant	1
Expressions	Expressions	15
Transliteration	Transliteration	15
Bibliography	Bibliography	14
Converb	Converb	14
Enclitic	Enclitic	13
	Clitic	4
Related	Related	13
w|Echo word	w|Echo word	12
Borrowed terms	Borrowed terms	11
Derivate terms	Derivate terms	11
	Derivative terms	10
	Derivated terms	1
Derived word	Derived word	11
	Derived words	11
Reciprocal	Reciprocal	10
son/-zon surnames from Hokkien	son/-zon surnames from Hokkien	10
Synonyms/Coordinate/Derived/Related terms	Synonyms/Coordinate/Derived/Related terms	10
Broad transcription	Broad transcription	9
Compound terms	Compound terms	9
Devanagari spelling	Devanagari spelling	9
Glyph	Glyph	9
	Glyph	9
Hyphenation	Hyphenation	9
Diminutives	Diminutives	6
	Dimunitives	5
	Diminutive	2
Proximate terms	Proximate terms	6
Adjectival verb	Adjectival verb	5
Alternative names	Alternative names	5
Attested	Attested	5
Cognates	Cognates	5
	Cognate	1
Collocations	Collocations	5
	Collocation	1
	Collocutions	1
External references	External references	5
	External reference	1
Non-constituent	Non-constituent	5
Nouns and adjectives	Nouns and adjectives	5
Past participle	Past participle	5
Perfect participle	Perfect participle	5
Perfection expression	Perfection expression	5
Reconstructed	Reconstructed	5
Short forms	Short forms	5
Transcription	Transcription	5
	Transcritpion	1
Verbs and verbal derivatives	Verbs and verbal derivatives	5
Alternative	Alternative	4
	Alternatives	1
Command	Command	4
External reading	External reading	4
Relative terms	Relative terms	4
Adj	Adj	3
Alternative character	Alternative character	3
Bound form	Bound form	3
	Noun form	1
Decleclension	Decleclension	3
Deklinacija	Deklinacija	3
Derived	Derived	3
Eumhun	Eumhun	3
	Eumhun	3
	Eumhun	1
	Eumhun	1
Filipino-Chinese surname from names of patriarchs	Filipino-Chinese surname from names of patriarchs	3
Further references	Further references	3
Grammar	Grammar	3
Mag- vs. um	Mag- vs. um	3
masculine	masculine	3
Noun Suffix	Noun Suffix	3
Other forms	Other forms	3
Personal pronoun	Personal pronoun	3
Pronunciation to be splitted	Pronunciation to be splitted	3
Punctuation	Punctuation	3
See also terms	See also terms	3
Similar	Similar	3
Turkic	Turkic	3
Variation	Variation	3
Adverbial phrase	Adverbial phrase	2
Alternate spelling	Alternate spelling	2
Ambiposition	Ambiposition	2
Borrowings	Borrowings	2
Compare	Compare	2
Dialectal forms	Dialectal forms	2
Meaning	Meaning	2
	Meanings	2
Origin	Origin	2
Pronunciation and usage notes	Pronunciation and usage notes	2
Word	Word	2
sense	sense	1
	sense	1
cmavo|Cmavo	cmavo|Cmavo	1
head|unm|noun	head|unm|noun	1
Abbreviated forms	Abbreviated forms	1
Adjectival phrase	Adjectival phrase	1
Adjective form	Adjective form	1
Adjective Prefix	Adjective Prefix	1
Adjective Suffix	Adjective Suffix	1
Alternative case forms	Alternative case forms	1
Alternative forms/related terms	Alternative forms/related terms	1
Alternative readings	Alternative readings	1
Alternative version	Alternative version	1
Anagramsing	Anagramsing	1
Appendix of London Boroughs	Appendix of London Boroughs	1
Atthacan	Atthacan	1
Baltic	Baltic	1
Bound morpheme	Bound morpheme	1
Chữ Nôm	Chữ Nôm	1
Cmene/Proper Noun	Cmene/Proper Noun	1
Colloquial pronunciations	Colloquial pronunciations	1
Combinations	Combinations	1
Common Filipino American surnames of Philippine language origin	Common Filipino American surnames of Philippine language origin	1
Comparative	Comparative	1
Conjunction and Preposition	Conjunction and Preposition	1
Countries of Asia	Countries of Asia	1
Countries of Europe	Countries of Europe	1
Declension for adjectives	Declension for adjectives	1
Declension for nouns	Declension for nouns	1
Declension for sense 1 only	Declension for sense 1 only	1
	Declension for sense 2 only	1
Declension for words with singular and plural	Declension for words with singular and plural	1
Declension for words with singular only	Declension for words with singular only	1
Derivative words	Derivative words	1
Derived national terms	Derived national terms	1
Derived prefix terms	Derived prefix terms	1
Derived suffix terms	Derived suffix terms	1
Derived terms and compounds	Derived terms and compounds	1
Descended	Descended	1
Descendendants	Descendendants	1
Determinative	Determinative	1
Determiner and pronoun	Determiner and pronoun	1
Diminutive forms	Diminutive forms	1
Diminutive suffixes	Diminutive suffixes	1
Enclitic Particle	Enclitic Particle	1
Etymologies	Etymologies	1
Etymology 1Pronunciation	Etymology 1Pronunciation	1
Exclamation	Exclamation	1
Fixed expressions	Fixed expressions	1
Folk etymologyzation	Folk etymologyzation	1
Further links	Further links	1
Further notes	Further notes	1
Genus	Genus	1
Han tu	Han tu	1
	Hán tự	1
Hanja readings	Hanja readings	1
Han-Nom Character	Han-Nom Character	1
Idiomatic	Idiomatic	1
Indo-European	Indo-European	1
Initialism Verb	Initialism Verb	1
Interpretation	Interpretation	1
Intransitive Verb	Intransitive Verb	1
Katakana character	Katakana character	1
Latin America pronunciation	Latin America pronunciation	1
Locutions	Locutions	1
mean	mean	1
	MEX	1
More usual form	More usual form	1
Nôm character	Nôm character	1
Nominal nuclear clause	Nominal nuclear clause	1
Note on morphophonemics	Note on morphophonemics	1
Noun phrase	Noun phrase	1
off-spring	off-spring	1
Other terms for 'chips	Other terms for 'chips	1
Others	Others	1
Patronymics	Patronymics	1
Phonetic values	Phonetic values	1
Positional conjugation	Positional conjugation	1
Present participle	Present participle	1
Proper name	Proper name	1
Proper noun form	Proper noun form	1
Quasi-synonyms	Quasi-synonyms	1
Reason	Reason	1
References and Notes	References and Notes	1
Related marks	Related marks	1
Related Nouns	Related Nouns	1
Related toponyms	Related toponyms	1
Relevant terms	Relevant terms	1
Remarque	Remarque	1
Romanic and Germanic	Romanic and Germanic	1
shit	shit	1
Similar terms	Similar terms	1
Sino-Tibetan	Sino-Tibetan	1
Slavic	Slavic	1
Spelling variants	Spelling variants	1
Spellings	Spellings	1
Stative Verb	Stative Verb	1
Supine	Supine	1
Synonyms terms	Synonyms terms	1
Translations to be checked	Translations to be checked	1
Trosel	Trosel	1
Usage in Cuba and the Canary Islands	Usage in Cuba and the Canary Islands	1
Usage in the Philippines	Usage in the Philippines	1
Usage in the United States	Usage in the United States	1
Usage in Venezuela	Usage in Venezuela	1
Usage information	Usage information	1
Variant spellings	Variant spellings	1
Verb Suffix	Verb Suffix	1
Verbal stems terms	Verbal stems terms	1
wōgian	wōgian	1
Εττυμολογυ	Εττυμολογυ	1
UNKNOWN